solution_path	solution_length	puzzle_id	final_orientation	author_name	submitted_at	submission_id	run_id	solver_commit	record_path
f1.d1.-f2.-d1.-f1.d1.f2.-d1	8	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.379Z	019fb83a-a897-783f-9ef6-555e67b225f1	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-a897-783f-9ef6-555e67b225f1.json
'-r1.-f2.r1.-f1.-r1.f2.r1.f1	8	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.340Z	019fb83a-a897-7c18-b8a8-7b903c8aafcd	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-a897-7c18-b8a8-7b903c8aafcd.json
'-f1.r1.-f0.-r1.f1.r1.f0.-r1	8	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.360Z	019fb83a-a897-7f34-a46c-4ff5a73dc9ae	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-a897-7f34-a46c-4ff5a73dc9ae.json
'-d1.-f0.d1.f1.-d1.f0.d1.-f1	8	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.465Z	019fb83a-afba-7848-9aad-02311d6e214e	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-afba-7848-9aad-02311d6e214e.json
d1.f2.-d1.f1.d1.-f2.-d1.-f1	8	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.448Z	019fb83a-afba-79ca-9d15-dfee33f01d9e	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-afba-79ca-9d15-dfee33f01d9e.json
'-d1.r1.d1.-r2.-d1.-r1.d1.r2	8	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.430Z	019fb83a-afba-7b2c-b743-c6d975c0967f	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-afba-7b2c-b743-c6d975c0967f.json
r1.-d1.-r1.d2.r1.d1.-r1.-d2	8	1	original	public-example-cayleypy-2xt4-ihes-example	2026-07-31T13:28:32.667Z	019fb85c-bd63-70b8-94b7-42725535555a	run-51f32b81de2542529d5c7cd5c97a5c2c	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb85c-bd63-70b8-94b7-42725535555a.json
r1.-d1.-r1.d2.r1.d1.-r1.-d2	8	1	original	public-example-cayleypy-2xt4-ihes-example	2026-07-31T14:19:39.374Z	019fb88b-88aa-760a-a8d3-773281395870	run-c3c3612ba9cc4b559230abcf19b549b6	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb88b-88aa-760a-a8d3-773281395870.json
r1.-d1.-r1.d2.r1.d1.-r1.-d2	8	1	original	public-example-cayleypy-2xt4-ihes-example	2026-07-31T14:58:07.225Z	019fb8ae-c01a-7b7a-bd7e-65ed0bda1b83	run-07f997f6583f4766be9095e3902d4ffe	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb8ae-c01a-7b7a-bd7e-65ed0bda1b83.json
r1.-d1.-r1.d2.r1.d1.-r1.-d2	8	1	original	public-example-cayleypy-2xt4-ihes-example	2026-07-31T15:03:15.507Z	019fb8b3-7374-7999-b7ab-ad31afab2508	run-7bc5084093464da5978d3feb93b7b3a7	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb8b3-7374-7999-b7ab-ad31afab2508.json
r1.-d1.-r1.d2.r1.d1.-r1.-d2	8	1	original	public-example-cayleypy-2xt4-ihes-example	2026-07-31T15:24:15.763Z	019fb8c6-ae44-79f8-9ea0-304af4d521f3	run-73c47f923cd147cb8e1f5ca08f479e71	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb8c6-ae44-79f8-9ea0-304af4d521f3.json
r1.-d1.-r1.d2.r1.d1.-r1.-d2	8	1	original	public-example-cayleypy-2xt4-ihes-example	2026-08-01T09:07:36.283Z	019fbc94-3486-7f53-b168-d59808fb5c39	run-21fc17a49dfc44a79b46badba9c504c2	6d4471c4ab03c528fd7ce1e15c0cc9db11774833	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-08-01/019fbc94-3486-7f53-b168-d59808fb5c39.json
r1.-d1.-r1.d2.r1.d1.-r1.-d2	8	1	original	public-example-cayleypy-2xt4-ihes-example	2026-08-01T09:42:41.822Z	019fbcb4-546d-7309-b701-0f87b42f40c8	run-6a0f075853394e4187099df97d9a7183	039a4fb9c699bda644efbb0f8ee7a5b51efbb5d2	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-08-01/019fbcb4-546d-7309-b701-0f87b42f40c8.json
r1.-d1.-r1.d2.r1.d1.-r1.-f0.f0.-d2	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.482Z	019fb83a-afba-7413-9b8a-1b36a503e744	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-afba-7413-9b8a-1b36a503e744.json
f2.r1.-d1.-r1.d2.r1.d1.-r1.-d2.-f2	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.499Z	019fb83a-afba-7550-a6ce-7b9baa1cda56	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-afba-7550-a6ce-7b9baa1cda56.json
r0.d1.f2.-d1.f1.d1.-f2.-d1.-f1.-r0	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.516Z	019fb83a-afbf-755e-bded-5a538985fb60	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-afbf-755e-bded-5a538985fb60.json
d2.f1.d1.-f2.-d1.-f1.d1.f2.-d1.-d2	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.533Z	019fb83a-afcf-7028-a237-ae851ee907d5	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-afcf-7028-a237-ae851ee907d5.json
f2.r2.d1.-r1.-d1.-r2.d1.r1.-d1.-f2	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.551Z	019fb83a-afd5-7d9a-85e2-0f18a879150f	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-afd5-7d9a-85e2-0f18a879150f.json
r0.f1.-d1.f0.d1.-f1.-d1.-f0.d1.-r0	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.568Z	019fb83a-b365-7a8f-a57f-0265fe5061b5	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-b365-7a8f-a57f-0265fe5061b5.json
'-r1.-f2.r1.-f1.-r1.f2.r1.d1.-d1.f1	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.603Z	019fb83a-b36f-7795-914b-a178a2e55f92	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-b36f-7795-914b-a178a2e55f92.json
'-d2.r1.-d1.-r1.d2.r1.d0.d1.-d0.-r1	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.585Z	019fb83a-b370-7105-8f79-e8d7aafc8127	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-b370-7105-8f79-e8d7aafc8127.json
r2.-d2.r1.-d1.-r1.d2.-r0.-r2.f1.r0	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.621Z	019fb83a-b370-770a-bfa8-b98d48372c92	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-b370-770a-bfa8-b98d48372c92.json
r1.f1.-d0.-f1.d1.f1.d0.-f1.-d1.-r1	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.640Z	019fb83a-b38f-7359-a124-ed075e1ae4f0	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-b38f-7359-a124-ed075e1ae4f0.json
r1.-f1.-r1.-d2.r1.f1.-r1.-f1.d2.f1	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.658Z	019fb83a-b39c-7463-ab59-2ad795613a0e	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-b39c-7463-ab59-2ad795613a0e.json
'-d2.r1.-d1.-r1.d2.r1.d1.-r0.-r1.r0	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.676Z	019fb83a-b6a8-7af8-ae54-96d63b50024e	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-b6a8-7af8-ae54-96d63b50024e.json
f1.d1.-f2.-d1.-f1.d1.r0.-r0.f2.-d1	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.694Z	019fb83a-b6ab-7fbf-a255-ea4dc1b451a7	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-b6ab-7fbf-a255-ea4dc1b451a7.json
'-d2.-r1.-d2.-d0.-f1.d2.f1.d2.d0.r1	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.766Z	019fb83a-b75b-7126-8a63-8238eac114b5	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-b75b-7126-8a63-8238eac114b5.json
d2.f1.d1.-f2.-d1.-f1.d1.f2.-d2.-d1	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.730Z	019fb83a-b75b-765e-8e66-708944902c91	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-b75b-765e-8e66-708944902c91.json
d2.r2.d1.-r1.-d1.-r2.-d2.-d0.-f1.d0	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.712Z	019fb83a-b75b-7ba9-973a-5882912801d9	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-b75b-7ba9-973a-5882912801d9.json
'-d0.f1.-d1.f0.d1.-f1.-d1.-f0.d1.d0	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.748Z	019fb83a-b75b-7bbf-b4fb-3065d75c0672	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-b75b-7bbf-b4fb-3065d75c0672.json
d0.-r1.-f2.r1.-f1.-r1.f2.r1.f1.-d0	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.801Z	019fb83a-b75f-7610-b9a1-7e15531b600d	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-b75f-7610-b9a1-7e15531b600d.json
'-d2.-r1.d1.r1.d2.f2.-f2.-r1.-d1.r1	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.784Z	019fb83a-b760-71b6-9312-dba9f1355960	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-b760-71b6-9312-dba9f1355960.json
'-d1.-f0.d1.f1.-d1.f0.d1.-f1.d0.-d0	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.835Z	019fb83a-babe-7093-bfb1-f04055d6d2b9	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-babe-7093-bfb1-f04055d6d2b9.json
'-f0.-r1.d1.r1.d2.-r1.-d1.r1.-d2.f0	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.818Z	019fb83a-babf-7950-b2c8-77588d499e67	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-babf-7950-b2c8-77588d499e67.json
'-d1.-f0.d1.f1.-d1.f0.d1.-f1.-f0.f0	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.852Z	019fb83a-bb66-781a-a850-33df39256db1	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-bb66-781a-a850-33df39256db1.json
d1.-d2.-r1.-d1.-r2.d1.r1.-d1.r2.d2	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.885Z	019fb83a-bb67-71b3-a0a1-c2f1b4689920	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-bb67-71b3-a0a1-c2f1b4689920.json
f0.d1.f2.-d1.-f2.-f0.-r1.-f2.r1.f2	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.869Z	019fb83a-bb67-7757-89fa-fb704748e417	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-bb67-7757-89fa-fb704748e417.json
'-d1.-f0.d1.f1.-d1.f0.d1.-f1.-f2.f2	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.902Z	019fb83a-bb67-79e5-b6fb-0cceed4373d0	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-bb67-79e5-b6fb-0cceed4373d0.json
'-d1.-f0.d1.f1.-d1.f0.d1.-f1.-d2.d2	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.918Z	019fb83a-bc09-7856-8574-0f5087c978d2	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-bc09-7856-8574-0f5087c978d2.json
r2.-d1.r1.d1.-r2.-d1.d2.-d2.-r1.d1	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.933Z	019fb83a-bc0e-71c0-a3e0-54a6e067dad0	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-bc0e-71c0-a3e0-54a6e067dad0.json
r0.-d2.-r0.-r2.-f1.-r1.f2.r1.f1.r2	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.948Z	019fb83a-be50-7c1b-93cc-ffc310a8d648	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-be50-7c1b-93cc-ffc310a8d648.json
d1.f2.-d1.f1.d1.-f2.-d1.d2.-d2.-f1	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.964Z	019fb83a-be80-7ab0-808a-be7be8438b87	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-be80-7ab0-808a-be7be8438b87.json
'-d1.-f0.d1.f1.-d1.f0.d1.-f1.-d1.d1	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.980Z	019fb83a-becf-7bc4-9ab1-31c12e36eaca	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-becf-7bc4-9ab1-31c12e36eaca.json
'-d1.-f0.d1.f1.-d1.f0.d1.-f1.-r2.r2	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:14.995Z	019fb83a-bed9-72aa-b20d-a186e4ebbc71	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-bed9-72aa-b20d-a186e4ebbc71.json
'-d1.-f0.d1.f1.-d1.f0.d1.-f1.f1.-f1	10	1	original	public-example-cayleypy-2xt4-ihes-example-collect	2026-07-31T12:51:15.011Z	019fb83a-bedf-7788-8f9c-01787f308360	run-39acc073c64048f6ab0ee42991a7f3ec	a1db0e6d9bb5458c8a842b37dfa99572d3025667	results/v1/cayleypy-ihes-cube/cayleypy-72-18-8d89ca84c2a630e5/1/2026-07-31/019fb83a-bedf-7788-8f9c-01787f308360.json
