solution_path	solution_length	puzzle_id	final_orientation	author_name	submitted_at	submission_id	run_id	solver_commit	record_path	puzzle_directory
clockwise	1	10009	original	load-author-09	2026-07-29T12:01:29.000Z	019fb3a6-89f7-7d9e-a719-0de1807b5029	load-baseline-089	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10009/2026-07-29/019fb3a6-89f7-7d9e-a719-0de1807b5029.json	puzzles/p10009
clockwise	1	10010	original	load-author-10	2026-07-29T12:00:10.000Z	019fb3a6-8a81-742b-bc37-66b9243c3589	load-baseline-010	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10010/2026-07-29/019fb3a6-8a81-742b-bc37-66b9243c3589.json	puzzles/p10010
clockwise	1	10011	original	load-author-11	2026-07-29T12:00:11.000Z	019fb3a6-7616-7a8e-88e5-555897dca603	load-baseline-011	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10011/2026-07-29/019fb3a6-7616-7a8e-88e5-555897dca603.json	puzzles/p10011
clockwise	1	10012	original	load-author-12	2026-07-29T12:00:12.000Z	019fb3a6-766b-72f7-9c44-0524730cfefb	load-baseline-012	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10012/2026-07-29/019fb3a6-766b-72f7-9c44-0524730cfefb.json	puzzles/p10012
clockwise	1	10013	original	load-author-13	2026-07-29T12:00:13.000Z	019fb3a7-79bf-77ef-99ab-c94ad03d8c54	load-baseline-013	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10013/2026-07-29/019fb3a7-79bf-77ef-99ab-c94ad03d8c54.json	puzzles/p10013
clockwise	1	10014	original	load-author-14	2026-07-29T12:00:14.000Z	019fb3a7-767a-7290-9e10-11ea1f826f6f	load-baseline-014	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10014/2026-07-29/019fb3a7-767a-7290-9e10-11ea1f826f6f.json	puzzles/p10014
clockwise	1	10015	original	load-author-15	2026-07-29T12:00:15.000Z	019fb3a6-8a72-74b4-9fe9-234380489716	load-baseline-015	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10015/2026-07-29/019fb3a6-8a72-74b4-9fe9-234380489716.json	puzzles/p10015
clockwise	1	10016	original	load-author-16	2026-07-29T12:00:16.000Z	019fb3a6-89cd-7b5a-b95e-a23f0ffd233d	load-baseline-016	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10016/2026-07-29/019fb3a6-89cd-7b5a-b95e-a23f0ffd233d.json	puzzles/p10016
clockwise	1	10017	original	load-author-17	2026-07-29T12:00:17.000Z	019fb3a6-7926-75df-a82b-c124303a267c	load-baseline-017	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10017/2026-07-29/019fb3a6-7926-75df-a82b-c124303a267c.json	puzzles/p10017
clockwise	1	10018	original	load-author-18	2026-07-29T12:00:18.000Z	019fb3a6-76ac-7901-87f7-6233b1019efd	load-baseline-018	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10018/2026-07-29/019fb3a6-76ac-7901-87f7-6233b1019efd.json	puzzles/p10018
clockwise	1	10019	original	load-author-19	2026-07-29T12:00:19.000Z	019fb3a6-8a01-7372-a368-eacc73b6f460	load-baseline-019	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10019/2026-07-29/019fb3a6-8a01-7372-a368-eacc73b6f460.json	puzzles/p10019
clockwise	1	10020	original	load-author-00	2026-07-29T12:00:20.000Z	019fb3a8-652a-718a-9713-f10095a4310e	load-baseline-020	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10020/2026-07-29/019fb3a8-652a-718a-9713-f10095a4310e.json	puzzles/p10020
clockwise	1	10021	original	load-author-01	2026-07-29T12:10:21.000Z	019fb3ac-21b6-7f0f-964b-9aee96796358	load-baseline-repair-21	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10021/2026-07-29/019fb3ac-21b6-7f0f-964b-9aee96796358.json	puzzles/p10021
clockwise	1	10022	original	load-author-02	2026-07-29T12:00:22.000Z	019fb3a6-7602-7362-bbbe-e02ac25fe8b5	load-baseline-022	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10022/2026-07-29/019fb3a6-7602-7362-bbbe-e02ac25fe8b5.json	puzzles/p10022
clockwise	1	10023	original	load-author-03	2026-07-29T12:00:23.000Z	019fb3a7-76d9-7975-b65f-6ef406c78846	load-baseline-023	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10023/2026-07-29/019fb3a7-76d9-7975-b65f-6ef406c78846.json	puzzles/p10023
clockwise	1	10024	original	load-author-04	2026-07-29T12:00:24.000Z	019fb3a6-8a59-7e7f-9a4e-d4f08bc5d738	load-baseline-024	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10024/2026-07-29/019fb3a6-8a59-7e7f-9a4e-d4f08bc5d738.json	puzzles/p10024
clockwise	1	10025	original	load-author-05	2026-07-29T12:00:25.000Z	019fb3a7-7586-728f-9236-b1c5aa43ebf4	load-baseline-025	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10025/2026-07-29/019fb3a7-7586-728f-9236-b1c5aa43ebf4.json	puzzles/p10025
clockwise	1	10026	original	load-author-06	2026-07-29T12:00:26.000Z	019fb3a6-8a3f-77cf-b2ed-94414faca82d	load-baseline-026	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10026/2026-07-29/019fb3a6-8a3f-77cf-b2ed-94414faca82d.json	puzzles/p10026
clockwise	1	10027	original	load-author-07	2026-07-29T12:00:27.000Z	019fb3a6-89f3-7a9a-a7c0-51a7b726b362	load-baseline-027	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10027/2026-07-29/019fb3a6-89f3-7a9a-a7c0-51a7b726b362.json	puzzles/p10027
clockwise	1	10028	original	load-author-08	2026-07-29T12:00:28.000Z	019fb3a6-77d3-7bc8-b811-c337e5a91f61	load-baseline-028	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10028/2026-07-29/019fb3a6-77d3-7bc8-b811-c337e5a91f61.json	puzzles/p10028
clockwise	1	10029	original	load-author-09	2026-07-29T12:00:29.000Z	019fb3a6-764c-7608-b3e5-a4149f9c310e	load-baseline-029	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10029/2026-07-29/019fb3a6-764c-7608-b3e5-a4149f9c310e.json	puzzles/p10029
clockwise	1	10030	original	load-author-10	2026-07-29T12:00:30.000Z	019fb3a7-7729-7063-966c-2e227d5ee2a7	load-baseline-030	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10030/2026-07-29/019fb3a7-7729-7063-966c-2e227d5ee2a7.json	puzzles/p10030
clockwise	1	10031	original	load-author-11	2026-07-29T12:00:31.000Z	019fb3a7-764b-75c2-aa96-9801df237726	load-baseline-031	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10031/2026-07-29/019fb3a7-764b-75c2-aa96-9801df237726.json	puzzles/p10031
clockwise	1	10032	original	load-author-12	2026-07-29T12:00:32.000Z	019fb3a7-767b-78e5-ba1c-b2a346d83ab4	load-baseline-032	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10032/2026-07-29/019fb3a7-767b-78e5-ba1c-b2a346d83ab4.json	puzzles/p10032
clockwise	1	10033	original	load-author-13	2026-07-29T12:00:33.000Z	019fb3a6-7616-770c-a6a6-5e47da256a95	load-baseline-033	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10033/2026-07-29/019fb3a6-7616-770c-a6a6-5e47da256a95.json	puzzles/p10033
clockwise	1	10034	original	load-author-14	2026-07-29T12:00:34.000Z	019fb3a9-3bca-7436-83c0-d565f98db902	load-baseline-034	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10034/2026-07-29/019fb3a9-3bca-7436-83c0-d565f98db902.json	puzzles/p10034
clockwise	1	10035	original	load-author-15	2026-07-29T12:00:35.000Z	019fb3a6-8a25-7032-a6b0-ac3659c4d76c	load-baseline-035	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10035/2026-07-29/019fb3a6-8a25-7032-a6b0-ac3659c4d76c.json	puzzles/p10035
clockwise	1	10036	original	load-author-16	2026-07-29T12:00:36.000Z	019fb3a6-8a22-79ab-8e63-4b8bdee9702d	load-baseline-036	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10036/2026-07-29/019fb3a6-8a22-79ab-8e63-4b8bdee9702d.json	puzzles/p10036
clockwise	1	10037	original	load-author-17	2026-07-29T12:00:37.000Z	019fb3a7-76a0-7ec8-a8a4-f5e1ae0fa2e6	load-baseline-037	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10037/2026-07-29/019fb3a7-76a0-7ec8-a8a4-f5e1ae0fa2e6.json	puzzles/p10037
clockwise	1	10038	original	load-author-18	2026-07-29T12:00:38.000Z	019fb3a6-75f6-7be7-9af3-72442b2ed1df	load-baseline-038	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10038/2026-07-29/019fb3a6-75f6-7be7-9af3-72442b2ed1df.json	puzzles/p10038
clockwise	1	10039	original	load-author-19	2026-07-29T12:00:39.000Z	019fb3a6-768c-7147-a704-df8e00f786d6	load-baseline-039	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10039/2026-07-29/019fb3a6-768c-7147-a704-df8e00f786d6.json	puzzles/p10039
clockwise	1	10040	original	load-author-00	2026-07-29T12:00:40.000Z	019fb3a7-7689-7a9b-abbc-dd5f89e05302	load-baseline-040	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10040/2026-07-29/019fb3a7-7689-7a9b-abbc-dd5f89e05302.json	puzzles/p10040
clockwise	1	10041	original	load-author-01	2026-07-29T12:00:41.000Z	019fb3a6-89f4-7341-82a0-7e357299e3d5	load-baseline-041	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10041/2026-07-29/019fb3a6-89f4-7341-82a0-7e357299e3d5.json	puzzles/p10041
clockwise	1	10042	original	load-author-02	2026-07-29T12:00:42.000Z	019fb3a6-89f6-7e09-9107-175c63f24b8b	load-baseline-042	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10042/2026-07-29/019fb3a6-89f6-7e09-9107-175c63f24b8b.json	puzzles/p10042
clockwise	1	10043	original	load-author-03	2026-07-29T12:00:43.000Z	019fb3a6-8a06-7d50-9f5e-99b430bf5d1c	load-baseline-043	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10043/2026-07-29/019fb3a6-8a06-7d50-9f5e-99b430bf5d1c.json	puzzles/p10043
clockwise	1	10044	original	load-author-04	2026-07-29T12:00:44.000Z	019fb3a6-760b-7cbf-8ea8-3f4825e396d0	load-baseline-044	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10044/2026-07-29/019fb3a6-760b-7cbf-8ea8-3f4825e396d0.json	puzzles/p10044
clockwise	1	10045	original	load-author-05	2026-07-29T12:00:45.000Z	019fb3a6-766e-760c-98d5-7a599d4e4add	load-baseline-045	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10045/2026-07-29/019fb3a6-766e-760c-98d5-7a599d4e4add.json	puzzles/p10045
clockwise	1	10046	original	load-author-06	2026-07-29T12:00:46.000Z	019fb3a7-7925-78b1-84a8-656acd58453c	load-baseline-046	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10046/2026-07-29/019fb3a7-7925-78b1-84a8-656acd58453c.json	puzzles/p10046
clockwise	1	10047	original	load-author-07	2026-07-29T12:00:47.000Z	019fb3a7-767a-70b7-8441-d9b271cde4f2	load-baseline-047	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10047/2026-07-29/019fb3a7-767a-70b7-8441-d9b271cde4f2.json	puzzles/p10047
clockwise	1	10048	original	load-author-08	2026-07-29T12:00:48.000Z	019fb3a7-766b-75d1-8744-1cb663f03e55	load-baseline-048	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10048/2026-07-29/019fb3a7-766b-75d1-8744-1cb663f03e55.json	puzzles/p10048
clockwise	1	10049	original	load-author-09	2026-07-29T12:00:49.000Z	019fb3a6-7606-7233-954c-a367a51b1ff5	load-baseline-049	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10049/2026-07-29/019fb3a6-7606-7233-954c-a367a51b1ff5.json	puzzles/p10049
clockwise	1	10050	original	load-author-10	2026-07-29T12:00:50.000Z	019fb3a6-7670-74ce-aecf-2c42d6396a67	load-baseline-050	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10050/2026-07-29/019fb3a6-7670-74ce-aecf-2c42d6396a67.json	puzzles/p10050
clockwise	1	10051	original	load-author-11	2026-07-29T12:00:51.000Z	019fb3a6-8a8d-72d4-af2c-6a8529d3aedc	load-baseline-051	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10051/2026-07-29/019fb3a6-8a8d-72d4-af2c-6a8529d3aedc.json	puzzles/p10051
clockwise	1	10052	original	load-author-12	2026-07-29T12:00:52.000Z	019fb3a7-75d4-70b7-bd9d-2e5ed5e7a13c	load-baseline-052	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10052/2026-07-29/019fb3a7-75d4-70b7-bd9d-2e5ed5e7a13c.json	puzzles/p10052
clockwise	1	10053	original	load-author-13	2026-07-29T12:10:53.000Z	019fb3ac-3dd3-772f-82b7-a646e7fd772b	load-baseline-repair-53	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10053/2026-07-29/019fb3ac-3dd3-772f-82b7-a646e7fd772b.json	puzzles/p10053
clockwise	1	10054	original	load-author-14	2026-07-29T12:00:54.000Z	019fb3a7-796b-7d08-a938-c46d171f2f0c	load-baseline-054	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10054/2026-07-29/019fb3a7-796b-7d08-a938-c46d171f2f0c.json	puzzles/p10054
clockwise	1	10055	original	load-author-15	2026-07-29T12:00:55.000Z	019fb3a6-7647-7bd1-86a8-721fb9d49320	load-baseline-055	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10055/2026-07-29/019fb3a6-7647-7bd1-86a8-721fb9d49320.json	puzzles/p10055
clockwise	1	10056	original	load-author-16	2026-07-29T12:00:56.000Z	019fb3a7-7656-7c97-9e38-96f45ff052fa	load-baseline-056	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10056/2026-07-29/019fb3a7-7656-7c97-9e38-96f45ff052fa.json	puzzles/p10056
clockwise	1	10057	original	load-author-17	2026-07-29T12:00:57.000Z	019fb3a6-8a21-7c36-a07c-35af68bdba47	load-baseline-057	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10057/2026-07-29/019fb3a6-8a21-7c36-a07c-35af68bdba47.json	puzzles/p10057
clockwise	1	10058	original	load-author-18	2026-07-29T12:00:58.000Z	019fb3a6-8a46-7116-bad1-4e43fcb48dd9	load-baseline-058	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10058/2026-07-29/019fb3a6-8a46-7116-bad1-4e43fcb48dd9.json	puzzles/p10058
clockwise	1	10059	original	load-author-19	2026-07-29T12:00:59.000Z	019fb3a7-75c0-7f24-b900-0bbc920923fa	load-baseline-059	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10059/2026-07-29/019fb3a7-75c0-7f24-b900-0bbc920923fa.json	puzzles/p10059
clockwise	1	10060	original	load-author-00	2026-07-29T12:01:00.000Z	019fb3a6-7608-7482-9c88-00711cbcf018	load-baseline-060	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10060/2026-07-29/019fb3a6-7608-7482-9c88-00711cbcf018.json	puzzles/p10060
clockwise	1	10061	original	load-author-01	2026-07-29T12:01:01.000Z	019fb3a8-510d-73e1-9e77-59f1b0bec7de	load-baseline-061	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10061/2026-07-29/019fb3a8-510d-73e1-9e77-59f1b0bec7de.json	puzzles/p10061
clockwise	1	10062	original	load-author-02	2026-07-29T12:01:02.000Z	019fb3a6-8a03-7d36-8fe5-23a12a5363be	load-baseline-062	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10062/2026-07-29/019fb3a6-8a03-7d36-8fe5-23a12a5363be.json	puzzles/p10062
clockwise	1	10063	original	load-author-03	2026-07-29T12:01:03.000Z	019fb3a6-89f5-7be2-9f35-82a062864cbc	load-baseline-063	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10063/2026-07-29/019fb3a6-89f5-7be2-9f35-82a062864cbc.json	puzzles/p10063
clockwise	1	10064	original	load-author-04	2026-07-29T12:01:04.000Z	019fb3a6-8a07-7b75-87ee-0ab39e33092a	load-baseline-064	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10064/2026-07-29/019fb3a6-8a07-7b75-87ee-0ab39e33092a.json	puzzles/p10064
clockwise	1	10065	original	load-author-05	2026-07-29T12:01:05.000Z	019fb3a6-766c-73f8-8f31-79a2ec536ef0	load-baseline-065	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10065/2026-07-29/019fb3a6-766c-73f8-8f31-79a2ec536ef0.json	puzzles/p10065
clockwise	1	10066	original	load-author-06	2026-07-29T12:01:06.000Z	019fb3a6-7618-7eee-84fe-ce3322874a79	load-baseline-066	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10066/2026-07-29/019fb3a6-7618-7eee-84fe-ce3322874a79.json	puzzles/p10066
clockwise	1	10067	original	load-author-07	2026-07-29T12:01:07.000Z	019fb3a6-89f6-79a6-a517-25eb70a78297	load-baseline-067	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10067/2026-07-29/019fb3a6-89f6-79a6-a517-25eb70a78297.json	puzzles/p10067
clockwise	1	10068	original	load-author-08	2026-07-29T12:01:08.000Z	019fb3a8-650f-7eb2-8f80-db6ffc592479	load-baseline-068	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10068/2026-07-29/019fb3a8-650f-7eb2-8f80-db6ffc592479.json	puzzles/p10068
clockwise	1	10069	original	load-author-09	2026-07-29T12:01:09.000Z	019fb3a7-78a5-7773-beab-9127ed7e5ef4	load-baseline-069	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10069/2026-07-29/019fb3a7-78a5-7773-beab-9127ed7e5ef4.json	puzzles/p10069
clockwise	1	10070	original	load-author-10	2026-07-29T12:01:10.000Z	019fb3a6-8a26-7256-b766-cf23b76fdfb3	load-baseline-070	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10070/2026-07-29/019fb3a6-8a26-7256-b766-cf23b76fdfb3.json	puzzles/p10070
clockwise	1	10071	original	load-author-11	2026-07-29T12:01:11.000Z	019fb3a6-7641-7917-801e-c0d12341a45a	load-baseline-071	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10071/2026-07-29/019fb3a6-7641-7917-801e-c0d12341a45a.json	puzzles/p10071
clockwise	1	10072	original	load-author-12	2026-07-29T12:01:12.000Z	019fb3a6-8a83-7c44-9deb-1579ec39eeba	load-baseline-072	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10072/2026-07-29/019fb3a6-8a83-7c44-9deb-1579ec39eeba.json	puzzles/p10072
clockwise	1	10073	original	load-author-13	2026-07-29T12:01:13.000Z	019fb3a7-797b-72ca-9840-f6508f236030	load-baseline-073	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10073/2026-07-29/019fb3a7-797b-72ca-9840-f6508f236030.json	puzzles/p10073
clockwise	1	10074	original	load-author-14	2026-07-29T12:01:14.000Z	019fb3a7-75f9-71cb-9f36-45efdbf8baaa	load-baseline-074	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10074/2026-07-29/019fb3a7-75f9-71cb-9f36-45efdbf8baaa.json	puzzles/p10074
clockwise	1	10075	original	load-author-15	2026-07-29T12:01:15.000Z	019fb3a7-78ff-7098-bc4f-ff527bdfd1b5	load-baseline-075	eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee	results/v1/toy-cayley/cube_3-3-3/10075/2026-07-29/019fb3a7-78ff-7098-bc4f-ff527bdfd1b5.json	puzzles/p10075
