delta	depth_index	found_depth	found_length	known_length	owner_rank	puzzle_id	run_puzzle_id	solution_path	source_file	source_index	source_solution	variant
5	74	75	80	75	7	489	489	-B.BR.R.BR.-F.FL.-F.-FR.-F.-R.DR.-U.-BR.B.BL.DL.-L.FL.-D.DR.-FR.BR.R.-BR.-FL.D.-FR.DL.DL.D.-DL.D.-DR.-DL.D.-B.-D.-R.DR.BR.BR.-B.-DR.D.-FR.-BL.-B.-DR.BR.-BL.D.-BL.-BR.-FL.-BL.-BL.-DL.-DL.-U.-L.BL.L.-B.DL.U.-BL.BR.BL.BL.B.-BR.-DR.DL.-D.-B.D.DL.FL.-BL.DR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
5	74	75	80	75	7	489	489	-B.BR.R.BR.-F.FL.-F.-FR.-F.-R.DR.-U.-BR.B.BL.DL.-L.FL.-D.DR.-FR.BR.R.-BR.-FL.D.-FR.DL.DL.D.-DL.D.-DR.-DL.D.-B.-D.-R.DR.BR.BR.-B.-DR.D.-FR.-BL.-B.-DR.BR.-BL.D.-BL.-BR.-FL.-BL.-BL.-DL.-DL.-U.-L.BL.L.-B.DL.U.-BL.BR.BL.BL.B.DL.-BR.-DR.-D.-B.D.DL.FL.-BL.DR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	72	73	76	75	2	489	9989001	BL.B.BR.U.-BR.-BR.-B.-BL.-U.-BL.-U.BR.-BL.BR.-U.-R.-DR.-BR.-BR.DR.-BR.-R.-R.FR.R.BR.BR.-R.-FR.-BR.-BR.DR.DR.BR.DR.FR.R.FR.-R.F.-U.-DR.F.U.F.-U.-BL.-BL.B.-L.-U.F.-L.-L.BR.F.L.-R.-FL.-FL.-U.-R.D.BL.F.L.B.-FL.-BR.F.-FR.-D.-DL.-DL.B.-BR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-B.BR.R.BR.-F.FL.-F.-FR.-F.-R.DR.-U.-BR.B.BL.DL.-L.FL.-D.DR.-FR.BR.R.-BR.-FL.D.-FR.DL.DL.D.-DL.D.-DR.-DL.D.-B.-D.-R.DR.BR.BR.-B.-DR.D.-FR.-BL.-B.-DR.D.-FL.-B.-DL.-B.-B.-BL.B.BL.DL.B.DL.B.-DL.FL.L.FL.DL.-BL.DL.-BL.-DL.BL.-DL.BL.-FL.-L.BL.BL.B.BL	reflected
1	72	73	76	75	6	489	9989001	BR.U.L.BL.-BR.-BL.-BR.-BL.-L.-U.-U.BR.-BL.BR.-U.-R.-DR.-BR.-BR.DR.-BR.-R.-R.FR.R.BR.BR.-R.-FR.-BR.-BR.DR.DR.BR.DR.FR.R.FR.-R.F.-U.-DR.F.U.F.-U.-BL.-BL.B.-L.-U.F.-L.-L.BR.F.L.-R.-FL.-FL.-U.-R.D.BL.F.L.B.-FL.-BR.F.-FR.-D.-DL.-DL.B.-BR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-B.BR.R.BR.-F.FL.-F.-FR.-F.-R.DR.-U.-BR.B.BL.DL.-L.FL.-D.DR.-FR.BR.R.-BR.-FL.D.-FR.DL.DL.D.-DL.D.-DR.-DL.D.-B.-D.-R.DR.BR.BR.-B.-DR.D.-FR.-BL.-B.-DR.D.-FL.-B.-DL.-B.-B.-BL.B.BL.DL.B.DL.B.-DL.FL.L.FL.DL.-BL.DL.-BL.-DL.BL.-DL.BL.-FL.-L.BL.BL.B.BL	reflected
1	71	72	76	75	6	489	9989001	U.-D.DR.-B.-BR.L.-BL.-L.-DL.L.-BL.-L.DL.-BL.BR.BL.B.-DR.-BR.-U.-U.BR.-BL.-R.D.BR.-R.DR.DR.BR.R.BR.-U.-R.DR.FR.FR.-R.-DR.-BR.F.-U.F.U.F.-U.-BL.-BL.B.-L.-U.F.-L.-L.BR.F.L.-R.-FL.-FL.-U.-R.D.BL.F.L.B.-FL.-BR.F.-FR.-D.-DL.-DL.B.-BR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-B.BR.R.BR.-F.FL.-F.-FR.-F.-R.DR.-U.-BR.B.BL.DL.-L.FL.-D.DR.-FR.BR.R.-BR.-FL.D.-FR.DL.DL.D.-DL.D.-DR.-DL.D.-B.-D.-R.DR.BR.BR.-B.-DR.D.-FR.-BL.-B.-DR.D.-FL.-B.-DL.-B.-B.-BL.B.BL.DL.B.DL.B.-DL.FL.L.FL.DL.-BL.DL.-BL.-DL.BL.-DL.BL.-FL.-L.BL.BL.B.BL	reflected
1	72	73	76	75	6	489	9989001	U.-D.L.DR.-B.-BR.-BL.-L.-DL.L.-BL.-L.DL.-BL.BR.BL.B.-DR.-BR.-U.-U.BR.-BL.-R.D.BR.-R.DR.DR.BR.R.BR.-U.-R.DR.FR.FR.-R.-DR.-BR.F.-U.F.U.F.-U.-BL.-BL.B.-L.-U.F.-L.-L.BR.F.L.-R.-FL.-FL.-U.-R.D.BL.F.L.B.-FL.-BR.F.-FR.-D.-DL.-DL.B.-BR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-B.BR.R.BR.-F.FL.-F.-FR.-F.-R.DR.-U.-BR.B.BL.DL.-L.FL.-D.DR.-FR.BR.R.-BR.-FL.D.-FR.DL.DL.D.-DL.D.-DR.-DL.D.-B.-D.-R.DR.BR.BR.-B.-DR.D.-FR.-BL.-B.-DR.D.-FL.-B.-DL.-B.-B.-BL.B.BL.DL.B.DL.B.-DL.FL.L.FL.DL.-BL.DL.-BL.-DL.BL.-DL.BL.-FL.-L.BL.BL.B.BL	reflected
1	71	72	76	75	4	489	9989001	B.BR.-B.-BL.-DL.-BR.-BL.DL.-BR.B.-R.DR.BR.BL.DR.-R.BR.DR.-B.BL.-B.-BL.B.BR.BL.BR.FR.BR.-R.-DR.-DR.-BR.-BR.-BL.-R.-U.-BR.-BL.R.-U.R.FR.-DR.-F.-F.-U.-BL.-BL.B.-L.-U.F.-L.-L.BR.F.L.-R.-FL.-FL.-U.-R.D.BL.F.L.B.-FL.-BR.F.-FR.-D.-DL.-DL.B.-BR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-B.BR.R.BR.-F.FL.-F.-FR.-F.-R.DR.-U.-BR.B.BL.DL.-L.FL.-D.DR.-FR.BR.R.-BR.-FL.D.-FR.DL.DL.D.-DL.D.-DR.-DL.D.-B.-D.-R.DR.BR.BR.-B.-DR.D.-FR.-BL.-B.-DR.D.-FL.-B.-DL.-B.-B.-BL.B.BL.DL.B.DL.B.-DL.FL.L.FL.DL.-BL.DL.-BL.-DL.BL.-DL.BL.-FL.-L.BL.BL.B.BL	reflected
1	72	73	76	75	0	489	9989001	B.BR.-B.-BL.-BR.-DL.-BL.DL.-BR.B.-R.DR.BR.BL.DR.-R.BR.DR.-B.BL.-B.-BL.B.BR.BL.BR.FR.BR.-R.-DR.-DR.-BR.-BR.-BL.-R.-U.-BR.-BL.R.-U.R.FR.-DR.-F.-F.-U.-BL.-BL.B.-L.-U.F.-L.-L.BR.F.L.-R.-FL.-FL.-U.-R.D.BL.F.L.B.-FL.-BR.F.-FR.-D.-DL.-DL.B.-BR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-B.BR.R.BR.-F.FL.-F.-FR.-F.-R.DR.-U.-BR.B.BL.DL.-L.FL.-D.DR.-FR.BR.R.-BR.-FL.D.-FR.DL.DL.D.-DL.D.-DR.-DL.D.-B.-D.-R.DR.BR.BR.-B.-DR.D.-FR.-BL.-B.-DR.D.-FL.-B.-DL.-B.-B.-BL.B.BL.DL.B.DL.B.-DL.FL.L.FL.DL.-BL.DL.-BL.-DL.BL.-DL.BL.-FL.-L.BL.BL.B.BL	reflected
1	72	73	76	75	4	489	9989001	U.-D.DR.-B.L.-BR.-BL.-L.-DL.L.-BL.-L.DL.-BL.BR.BL.B.-DR.-BR.-U.-U.BR.-BL.-R.D.BR.-R.DR.DR.BR.R.BR.-U.-R.DR.FR.FR.-R.-DR.-BR.F.-U.F.U.F.-U.-BL.-BL.B.-L.-U.F.-L.-L.BR.F.L.-R.-FL.-FL.-U.-R.D.BL.F.L.B.-FL.-BR.F.-FR.-D.-DL.-DL.B.-BR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-B.BR.R.BR.-F.FL.-F.-FR.-F.-R.DR.-U.-BR.B.BL.DL.-L.FL.-D.DR.-FR.BR.R.-BR.-FL.D.-FR.DL.DL.D.-DL.D.-DR.-DL.D.-B.-D.-R.DR.BR.BR.-B.-DR.D.-FR.-BL.-B.-DR.D.-FL.-B.-DL.-B.-B.-BL.B.BL.DL.B.DL.B.-DL.FL.L.FL.DL.-BL.DL.-BL.-DL.BL.-DL.BL.-FL.-L.BL.BL.B.BL	reflected
2	72	73	77	75	0	489	9989001	BL.B.BR.U.BR.BR.BR.-B.-BL.-U.-BL.-U.BR.-BL.BR.-U.-R.-DR.-BR.-BR.DR.-BR.-R.-R.FR.R.BR.BR.-R.-FR.-BR.-BR.DR.DR.BR.DR.FR.R.FR.-R.F.-U.-DR.F.U.F.-U.-BL.-BL.B.-L.-U.F.-L.-L.BR.F.L.-R.-FL.-FL.-U.-R.D.BL.F.L.B.-FL.-BR.F.-FR.-D.-DL.-DL.B.-BR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-B.BR.R.BR.-F.FL.-F.-FR.-F.-R.DR.-U.-BR.B.BL.DL.-L.FL.-D.DR.-FR.BR.R.-BR.-FL.D.-FR.DL.DL.D.-DL.D.-DR.-DL.D.-B.-D.-R.DR.BR.BR.-B.-DR.D.-FR.-BL.-B.-DR.D.-FL.-B.-DL.-B.-B.-BL.B.BL.DL.B.DL.B.-DL.FL.L.FL.DL.-BL.DL.-BL.-DL.BL.-DL.BL.-FL.-L.BL.BL.B.BL	reflected
2	71	72	77	75	1	489	9989001	-BR.-U.BR.R.BR.-BL.-R.BR.U.BL.-BR.-BL.-U.BR.B.DR.R.-U.-BR.-BR.-R.BR.-DR.R.F.U.-F.R.-U.FR.-DR.-BR.-R.-BR.-B.-R.-DR.-DR.-R.BR.R.R.FR.-DR.-F.-F.-U.-BL.-BL.B.-L.-U.F.-L.-L.BR.F.L.-R.-FL.-FL.-U.-R.D.BL.F.L.B.-FL.-BR.F.-FR.-D.-DL.-DL.B.-BR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-B.BR.R.BR.-F.FL.-F.-FR.-F.-R.DR.-U.-BR.B.BL.DL.-L.FL.-D.DR.-FR.BR.R.-BR.-FL.D.-FR.DL.DL.D.-DL.D.-DR.-DL.D.-B.-D.-R.DR.BR.BR.-B.-DR.D.-FR.-BL.-B.-DR.D.-FL.-B.-DL.-B.-B.-BL.B.BL.DL.B.DL.B.-DL.FL.L.FL.DL.-BL.DL.-BL.-DL.BL.-DL.BL.-FL.-L.BL.BL.B.BL	reflected
2	72	73	77	75	4	489	9989001	BR.-BL.BR.U.-DL.-BL.DL.B.BR.-U.-R.BL.BR.BR.-R.DR.DR.BR.DR.-B.BL.-B.-BL.B.BR.BL.BR.FR.BR.-R.-DR.-DR.-BR.-BR.-BL.-R.-U.-BR.-BL.R.-U.R.FR.-DR.-F.-F.-U.-BL.-BL.B.-L.-U.F.-L.-L.BR.F.L.-R.-FL.-FL.-U.-R.D.BL.F.L.B.-FL.-BR.F.-FR.-D.-DL.-DL.B.-BR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-B.BR.R.BR.-F.FL.-F.-FR.-F.-R.DR.-U.-BR.B.BL.DL.-L.FL.-D.DR.-FR.BR.R.-BR.-FL.D.-FR.DL.DL.D.-DL.D.-DR.-DL.D.-B.-D.-R.DR.BR.BR.-B.-DR.D.-FR.-BL.-B.-DR.D.-FL.-B.-DL.-B.-B.-BL.B.BL.DL.B.DL.B.-DL.FL.L.FL.DL.-BL.DL.-BL.-DL.BL.-DL.BL.-FL.-L.BL.BL.B.BL	reflected
2	72	73	77	75	7	489	9989001	BR.U.L.BL.-BR.-BL.-BR.-BL.-L.U.U.U.BR.-BL.BR.-U.-R.-DR.-BR.-BR.DR.-BR.-R.-R.FR.R.BR.BR.-R.-FR.-BR.-BR.DR.DR.BR.DR.FR.R.FR.-R.F.-U.-DR.F.U.F.-U.-BL.-BL.B.-L.-U.F.-L.-L.BR.F.L.-R.-FL.-FL.-U.-R.D.BL.F.L.B.-FL.-BR.F.-FR.-D.-DL.-DL.B.-BR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-B.BR.R.BR.-F.FL.-F.-FR.-F.-R.DR.-U.-BR.B.BL.DL.-L.FL.-D.DR.-FR.BR.R.-BR.-FL.D.-FR.DL.DL.D.-DL.D.-DR.-DL.D.-B.-D.-R.DR.BR.BR.-B.-DR.D.-FR.-BL.-B.-DR.D.-FL.-B.-DL.-B.-B.-BL.B.BL.DL.B.DL.B.-DL.FL.L.FL.DL.-BL.DL.-BL.-DL.BL.-DL.BL.-FL.-L.BL.BL.B.BL	reflected
2	72	73	77	75	6	489	9989001	-BR.-U.BR.R.BR.-R.-BL.BR.U.BL.-BR.-BL.-U.BR.B.DR.R.-U.-BR.-BR.-R.BR.-DR.R.F.U.-F.R.-U.FR.-DR.-BR.-R.-BR.-B.-R.-DR.-DR.-R.BR.R.R.FR.-DR.-F.-F.-U.-BL.-BL.B.-L.-U.F.-L.-L.BR.F.L.-R.-FL.-FL.-U.-R.D.BL.F.L.B.-FL.-BR.F.-FR.-D.-DL.-DL.B.-BR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-B.BR.R.BR.-F.FL.-F.-FR.-F.-R.DR.-U.-BR.B.BL.DL.-L.FL.-D.DR.-FR.BR.R.-BR.-FL.D.-FR.DL.DL.D.-DL.D.-DR.-DL.D.-B.-D.-R.DR.BR.BR.-B.-DR.D.-FR.-BL.-B.-DR.D.-FL.-B.-DL.-B.-B.-BL.B.BL.DL.B.DL.B.-DL.FL.L.FL.DL.-BL.DL.-BL.-DL.BL.-DL.BL.-FL.-L.BL.BL.B.BL	reflected
2	72	73	77	75	4	489	9989001	B.BR.-B.-BL.-DL.-BR.-BL.DL.-BR.B.-R.DR.BR.BL.DR.-R.BR.DR.-B.-BL.BR.U.-BL.-U.-BL.-BL.BR.FR.BR.-R.-DR.-DR.-BR.-BR.-BL.-R.-U.-BR.-BL.R.-U.R.FR.-DR.-F.-F.-U.-BL.-BL.B.-L.-U.F.-L.-L.BR.F.L.-R.-FL.-FL.-U.-R.D.BL.F.L.B.-FL.-BR.F.-FR.-D.-DL.-DL.B.-BR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-B.BR.R.BR.-F.FL.-F.-FR.-F.-R.DR.-U.-BR.B.BL.DL.-L.FL.-D.DR.-FR.BR.R.-BR.-FL.D.-FR.DL.DL.D.-DL.D.-DR.-DL.D.-B.-D.-R.DR.BR.BR.-B.-DR.D.-FR.-BL.-B.-DR.D.-FL.-B.-DL.-B.-B.-BL.B.BL.DL.B.DL.B.-DL.FL.L.FL.DL.-BL.DL.-BL.-DL.BL.-DL.BL.-FL.-L.BL.BL.B.BL	reflected
2	72	73	77	75	1	489	9989001	B.BR.-B.-BL.-BR.-DL.-BL.DL.-BR.B.-R.DR.BR.BL.DR.-R.BR.DR.-B.-BL.BR.U.-BL.-U.-BL.-BL.BR.FR.BR.-R.-DR.-DR.-BR.-BR.-BL.-R.-U.-BR.-BL.R.-U.R.FR.-DR.-F.-F.-U.-BL.-BL.B.-L.-U.F.-L.-L.BR.F.L.-R.-FL.-FL.-U.-R.D.BL.F.L.B.-FL.-BR.F.-FR.-D.-DL.-DL.B.-BR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-B.BR.R.BR.-F.FL.-F.-FR.-F.-R.DR.-U.-BR.B.BL.DL.-L.FL.-D.DR.-FR.BR.R.-BR.-FL.D.-FR.DL.DL.D.-DL.D.-DR.-DL.D.-B.-D.-R.DR.BR.BR.-B.-DR.D.-FR.-BL.-B.-DR.D.-FL.-B.-DL.-B.-B.-BL.B.BL.DL.B.DL.B.-DL.FL.L.FL.DL.-BL.DL.-BL.-DL.BL.-DL.BL.-FL.-L.BL.BL.B.BL	reflected
1	72	73	76	75	4	489	9989001	-D.DR.-B.U.L.-BR.-BL.-L.-DL.L.-BL.-L.DL.-BL.BR.BL.B.-DR.-BR.-U.-U.BR.-BL.-R.D.BR.-R.DR.DR.BR.R.BR.-U.-R.DR.FR.FR.-R.-DR.-BR.F.-U.F.U.F.-U.-BL.-BL.B.-L.-U.F.-L.-L.BR.F.L.-R.-FL.-FL.-U.-R.D.BL.F.L.B.-FL.-BR.F.-FR.-D.-DL.-DL.B.-BR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-B.BR.R.BR.-F.FL.-F.-FR.-F.-R.DR.-U.-BR.B.BL.DL.-L.FL.-D.DR.-FR.BR.R.-BR.-FL.D.-FR.DL.DL.D.-DL.D.-DR.-DL.D.-B.-D.-R.DR.BR.BR.-B.-DR.D.-FR.-BL.-B.-DR.D.-FL.-B.-DL.-B.-B.-BL.B.BL.DL.B.DL.B.-DL.FL.L.FL.DL.-BL.DL.-BL.-DL.BL.-DL.BL.-FL.-L.BL.BL.B.BL	reflected
1	72	73	76	75	6	489	9989001	U.-D.DR.L.-B.-BR.-BL.-L.-DL.L.-BL.-L.DL.-BL.BR.BL.B.-DR.-BR.-U.-U.BR.-BL.-R.D.BR.-R.DR.DR.BR.R.BR.-U.-R.DR.FR.FR.-R.-DR.-BR.F.-U.F.U.F.-U.-BL.-BL.B.-L.-U.F.-L.-L.BR.F.L.-R.-FL.-FL.-U.-R.D.BL.F.L.B.-FL.-BR.F.-FR.-D.-DL.-DL.B.-BR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-B.BR.R.BR.-F.FL.-F.-FR.-F.-R.DR.-U.-BR.B.BL.DL.-L.FL.-D.DR.-FR.BR.R.-BR.-FL.D.-FR.DL.DL.D.-DL.D.-DR.-DL.D.-B.-D.-R.DR.BR.BR.-B.-DR.D.-FR.-BL.-B.-DR.D.-FL.-B.-DL.-B.-B.-BL.B.BL.DL.B.DL.B.-DL.FL.L.FL.DL.-BL.DL.-BL.-DL.BL.-DL.BL.-FL.-L.BL.BL.B.BL	reflected
2	72	73	77	75	4	489	9989001	BR.-BL.BR.-DL.U.-BL.DL.B.BR.-U.-R.BL.BR.BR.-R.DR.DR.BR.DR.-B.BL.-B.-BL.B.BR.BL.BR.FR.BR.-R.-DR.-DR.-BR.-BR.-BL.-R.-U.-BR.-BL.R.-U.R.FR.-DR.-F.-F.-U.-BL.-BL.B.-L.-U.F.-L.-L.BR.F.L.-R.-FL.-FL.-U.-R.D.BL.F.L.B.-FL.-BR.F.-FR.-D.-DL.-DL.B.-BR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-B.BR.R.BR.-F.FL.-F.-FR.-F.-R.DR.-U.-BR.B.BL.DL.-L.FL.-D.DR.-FR.BR.R.-BR.-FL.D.-FR.DL.DL.D.-DL.D.-DR.-DL.D.-B.-D.-R.DR.BR.BR.-B.-DR.D.-FR.-BL.-B.-DR.D.-FL.-B.-DL.-B.-B.-BL.B.BL.DL.B.DL.B.-DL.FL.L.FL.DL.-BL.DL.-BL.-DL.BL.-DL.BL.-FL.-L.BL.BL.B.BL	reflected
3	72	73	78	75	0	489	9989001	U.-D.L.DR.-B.-DL.DL.-BR.-BL.-L.-DL.L.-BL.-L.DL.-BL.BR.BL.B.-DR.-BR.-U.-U.BR.-BL.-R.D.BR.-R.DR.DR.BR.R.BR.-U.-R.DR.FR.FR.-R.-DR.-BR.F.-U.F.U.F.-U.-BL.-BL.B.-L.-U.F.-L.-L.BR.F.L.-R.-FL.-FL.-U.-R.D.BL.F.L.B.-FL.-BR.F.-FR.-D.-DL.-DL.B.-BR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-B.BR.R.BR.-F.FL.-F.-FR.-F.-R.DR.-U.-BR.B.BL.DL.-L.FL.-D.DR.-FR.BR.R.-BR.-FL.D.-FR.DL.DL.D.-DL.D.-DR.-DL.D.-B.-D.-R.DR.BR.BR.-B.-DR.D.-FR.-BL.-B.-DR.D.-FL.-B.-DL.-B.-B.-BL.B.BL.DL.B.DL.B.-DL.FL.L.FL.DL.-BL.DL.-BL.-DL.BL.-DL.BL.-FL.-L.BL.BL.B.BL	reflected
