path	size	kind_guess	header	sample
ihes_cube_model/logs/solution_repair_segments_9200001_31594.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200001_31596.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200001_31598.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200001_31599.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200001_31603.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200001_31604.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200001_31606.tsv	212	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	"9200001	9100001	7	11	0	11	11	0	11	0	-f1.-r0.r2.d2.-r2.r0.f1.d2.d2.r2.-r0"
ihes_cube_model/logs/solution_repair_segments_9200001_31608.tsv	263	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	"9200001	9100001	7	11	0	11	11	0	11	0	-f1.-r0.r2.d2.-r2.r0.f1.d2.d2.r2.-r0"
ihes_cube_model/logs/solution_repair_segments_9200002_31558.tsv	813	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	"9200002	9100017	1	6	0	6	6	1	6	0	-f1.d2.f2.-f0.d2.f0"
ihes_cube_model/logs/solution_repair_segments_9200002_31562.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200002_31576.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200002_31609.tsv	265	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	"9200002	9100003	7	11	0	11	11	0	11	0	-f1.d2.f2.-f0.d2.f0.-f2.-d2.f1.-d2.-f0"
ihes_cube_model/logs/solution_repair_segments_9200003_31563.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200003_31577.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200003_31610.tsv	213	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	"9200003	9100005	7	11	0	11	11	1	11	0	f1.-r2.-r2.d2.-d0.r2.d0.-d2.r2.r2.-f1"
ihes_cube_model/logs/solution_repair_segments_9200004_31564.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200004_31578.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200005_31565.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200005_31579.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200006_31566.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200006_31580.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200007_31567.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200007_31581.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200008_31568.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200008_31582.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200009_31569.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200009_31583.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200010_31570.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200010_31584.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200011_31571.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200011_31585.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200012_31586.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200013_31587.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_9200014_31588.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_resident_31611.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_resident_31612.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_resident_31613.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_resident_31614.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solution_repair_segments_resident_31615.tsv	139	solution_table	"solution_job_id	repair_id	search_depth	window	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path"	
ihes_cube_model/logs/solve_bucket_fresh_fresh_len23_24_offset1.tsv	128149	bucket_table	"puzzle_id	variant	source_index	known_length	found_length	delta	run_puzzle_id	depth_index	found_depth	owner_rank	solution_path	source_solution"	"31	original	0	23	23	0	31	17	18	0	-r0.-f0.-f0.-d0.-f1.-r1.-f0.d1.-d0.-f0.f2.d2.r2.r2.-r0.-f2.-r0.d0.-f2.-r0.-d0.f2.d1	"
ihes_cube_model/logs/solve_bucket_fresh_len23 24_offset2_limit1.tsv	142	bucket_table	"puzzle_id	variant	source_index	known_length	found_length	delta	run_puzzle_id	depth_index	found_depth	owner_rank	solution_path	source_solution"	
ihes_cube_model/logs/solve_bucket_fresh_len23_31650_0_1.tsv	107235	bucket_table	"puzzle_id	variant	source_index	known_length	found_length	delta	run_puzzle_id	depth_index	found_depth	owner_rank	solution_path	source_solution"	"27	original	0	23	23	0	27	17	18	0	r0.-f0.d0.-d2.r0.d1.r1.-f2.-r0.-f0.d2.f0.r2.-d1.-r0.d0.r0.d2.f1.f1.d1.r1.d2	"
ihes_cube_model/logs/solve_bucket_fresh_len23_31651_0_1.tsv	142	bucket_table	"puzzle_id	variant	source_index	known_length	found_length	delta	run_puzzle_id	depth_index	found_depth	owner_rank	solution_path	source_solution"	
ihes_cube_model/logs/solve_bucket_fresh_len23_31652_0_1.tsv	142	bucket_table	"puzzle_id	variant	source_index	known_length	found_length	delta	run_puzzle_id	depth_index	found_depth	owner_rank	solution_path	source_solution"	
ihes_cube_model/logs/solve_bucket_fresh_len23_31653_0_1.tsv	142	bucket_table	"puzzle_id	variant	source_index	known_length	found_length	delta	run_puzzle_id	depth_index	found_depth	owner_rank	solution_path	source_solution"	
ihes_cube_model/logs/solve_bucket_fresh_original_p27_31650.tsv	11110	solution_table	"puzzle_id	depth_index	found_depth	total_depth	known_length	delta	owner_rank	solution_path"	"27	17	18	23	23	0	0	r0.-f0.d0.-d2.r0.d1.r1.-f2.-r0.-f0.d2.f0.r2.-d1.-r0.d0.r0.d2.f1.f1.d1.r1.d2"
ihes_cube_model/logs/solve_bucket_fresh_original_p27_31652.tsv	0	unknown		
ihes_cube_model/logs/solve_bucket_fresh_original_p27_31653.tsv	0	unknown		
ihes_cube_model/logs/solve_bucket_fresh_original_p31_fresh_len23_24_offset1.tsv	41499	solution_table	"puzzle_id	depth_index	found_depth	total_depth	known_length	delta	owner_rank	solution_path"	"31	17	18	23	23	0	0	-r0.-f0.-f0.-d0.-f1.-r1.-f0.d1.-d0.-f0.f2.d2.r2.r2.-r0.-f2.-r0.d0.-f2.-r0.-d0.f2.d1"
ihes_cube_model/logs/solve_bucket_fresh_original_p33_len23 24_offset2_limit1.tsv	0	unknown		
ihes_cube_model/logs/solve_bucket_fresh_plan_31650_0_1.tsv	141	bucket_plan	"puzzle_id	solution_index	known_length	baseline_path"	"27	0	23	-d0.-f1.r2.r2.d1.r0.-d1.-r2.-r2.r0.f1.r1.-d0.f0.-d0.f1.-r1.-f0.r2.-f0.-f0.d0.-r0"
ihes_cube_model/logs/solve_bucket_fresh_plan_31651_0_1.tsv	141	bucket_plan	"puzzle_id	solution_index	known_length	baseline_path"	"27	0	23	-d0.-f1.r2.r2.d1.r0.-d1.-r2.-r2.r0.f1.r1.-d0.f0.-d0.f1.-r1.-f0.r2.-f0.-f0.d0.-r0"
ihes_cube_model/logs/solve_bucket_fresh_plan_31652_0_1.tsv	141	bucket_plan	"puzzle_id	solution_index	known_length	baseline_path"	"27	0	23	-d0.-f1.r2.r2.d1.r0.-d1.-r2.-r2.r0.f1.r1.-d0.f0.-d0.f1.-r1.-f0.r2.-f0.-f0.d0.-r0"
ihes_cube_model/logs/solve_bucket_fresh_plan_31653_0_1.tsv	141	bucket_plan	"puzzle_id	solution_index	known_length	baseline_path"	"27	0	23	-d0.-f1.r2.r2.d1.r0.-d1.-r2.-r2.r0.f1.r1.-d0.f0.-d0.f1.-r1.-f0.r2.-f0.-f0.d0.-r0"
ihes_cube_model/logs/solve_bucket_fresh_plan_31654_0_1.tsv	141	bucket_plan	"puzzle_id	solution_index	known_length	baseline_path"	"27	0	23	-d0.-f1.r2.r2.d1.r0.-d1.-r2.-r2.r0.f1.r1.-d0.f0.-d0.f1.-r1.-f0.r2.-f0.-f0.d0.-r0"
ihes_cube_model/logs/solve_bucket_fresh_plan_31655_0_1.tsv	141	bucket_plan	"puzzle_id	solution_index	known_length	baseline_path"	"27	0	23	-d0.-f1.r2.r2.d1.r0.-d1.-r2.-r2.r0.f1.r1.-d0.f0.-d0.f1.-r1.-f0.r2.-f0.-f0.d0.-r0"
ihes_cube_model/logs/solve_bucket_fresh_plan_31656_1_1.tsv	141	bucket_plan	"puzzle_id	solution_index	known_length	baseline_path"	"31	0	23	-d0.-d2.-r1.-d2.r2.r1.-d0.-r1.f1.f2.d1.r0.-r1.d0.r2.-f0.r2.-f0.r0.-d0.-f1.r2.-f1"
ihes_cube_model/logs/solve_bucket_fresh_plan_31658_2_1.tsv	143	bucket_plan	"puzzle_id	solution_index	known_length	baseline_path"	"33	0	23	-d0.f2.-r0.-d2.-f0.-r2.-d0.-r2.-d1.-r0.-d0.-r1.-r0.d1.-r1.d2.f1.d1.f1.r0.-d1.r2.f2"
ihes_cube_model/logs/solve_bucket_fresh_plan_31661_2_1.tsv	143	bucket_plan	"puzzle_id	solution_index	known_length	baseline_path"	"33	0	23	-d0.f2.-r0.-d2.-f0.-r2.-d0.-r2.-d1.-r0.-d0.-r1.-r0.d1.-r1.d2.f1.d1.f1.r0.-d1.r2.f2"
ihes_cube_model/logs/solve_bucket_fresh_reflected_p27_s1_31650.tsv	9675	solution_table	"puzzle_id	depth_index	found_depth	total_depth	known_length	delta	owner_rank	solution_path"	"9527001	17	18	23	23	0	0	f0.d2.-f2.-d0.r2.d2.-r1.d1.f2.-r1.-f0.d1.r2.f0.r2.-d0.f1.f2.-r0.-f2.-r0.d1.-f1"
ihes_cube_model/logs/solve_bucket_fresh_reflected_p27_s2_31650.tsv	9982	solution_table	"puzzle_id	depth_index	found_depth	total_depth	known_length	delta	owner_rank	solution_path"	"9527002	17	18	23	23	0	0	f0.d2.-f2.-d0.r2.d2.-r1.d1.f2.-r1.-f0.d1.r2.f0.r2.-d0.f1.f2.-r0.-f2.-r0.d1.-f1"
ihes_cube_model/logs/solve_bucket_fresh_reflected_p27_s3_31650.tsv	9775	solution_table	"puzzle_id	depth_index	found_depth	total_depth	known_length	delta	owner_rank	solution_path"	"9527003	17	18	23	23	0	0	f0.d2.-f2.-d0.r2.d2.-r1.d1.f2.-r1.-f0.d1.r2.f0.r2.-d0.f1.f2.-r0.-f2.-r0.d1.-f1"
ihes_cube_model/logs/solve_bucket_fresh_reflected_p27_s4_31650.tsv	9661	solution_table	"puzzle_id	depth_index	found_depth	total_depth	known_length	delta	owner_rank	solution_path"	"9527004	17	18	23	23	0	0	f0.d2.-f2.-d0.r2.d2.-r1.d1.f2.-r1.-f0.d1.r2.f0.r2.-d0.f1.f2.-r0.-f2.-r0.d1.-f1"
ihes_cube_model/logs/solve_bucket_fresh_reflected_p27_s5_31650.tsv	10191	solution_table	"puzzle_id	depth_index	found_depth	total_depth	known_length	delta	owner_rank	solution_path"	"9527005	17	18	23	23	0	0	f0.d2.-f2.-d0.r2.d2.-r1.d1.f2.-r1.-f0.d1.r2.f0.r2.-d0.f1.f2.-r0.-f2.-r0.d1.-f1"
ihes_cube_model/logs/solve_bucket_fresh_reflected_p27_s6_31650.tsv	0	unknown		
ihes_cube_model/logs/solve_bucket_fresh_reflected_p31_s1_fresh_len23_24_offset1.tsv	41407	solution_table	"puzzle_id	depth_index	found_depth	total_depth	known_length	delta	owner_rank	solution_path"	"9531001	17	18	23	23	0	0	f0.-r0.-f1.-d0.-r0.f0.-d2.r2.d2.d2.-r0.-f0.-r0.d1.r1.f1.-d2.-d1.-f1.-r2.-r1.f0.-r1"
ihes_cube_model/logs/solve_bucket_fresh_resume31650.tsv	107235	bucket_table	"puzzle_id	variant	source_index	known_length	found_length	delta	run_puzzle_id	depth_index	found_depth	owner_rank	solution_path	source_solution"	"27	original	0	23	23	0	27	17	18	0	r0.-f0.d0.-d2.r0.d1.r1.-f2.-r0.-f0.d2.f0.r2.-d1.-r0.d0.r0.d2.f1.f1.d1.r1.d2	"
ihes_cube_model/logs/solve_bucket_fresh_sources_p27_31650.tsv	5140	unknown	r0.-f0.d0.-d2.r0.d1.r1.-f2.-r0.-f0.d2.f0.r2.-d1.-r0.d0.r0.d2.f1.f1.d1.r1.d2	f0.-r2.-f1.-d0.r0.-d1.-f0.-d0.-r2.f0.-d0.-f1.-r1.f1.r1.r2.-d1.f2.-d1.-f1.r2.d2.-f0
ihes_cube_model/logs/solve_bucket_fresh_sources_p27_resume31650.tsv	135	reflected_sources	"source_index	state_hash	source_solution"	"1	291f5116c10cb51b	r0.-f0.d0.-d2.r0.d1.r1.-f2.-r0.-f0.d2.f0.r2.-d1.-r0.d0.r0.d2.f1.f1.d1.r1.d2"
ihes_cube_model/logs/solve_bucket_fresh_sources_p31_fresh_len23_24_offset1.tsv	143	reflected_sources	"source_index	state_hash	source_solution"	"1	21868ac3144a9870	-r0.-f0.-f0.-d0.-f1.-r1.-f0.d1.-d0.-f0.f2.d2.r2.r2.-r0.-f2.-r0.d0.-f2.-r0.-d0.f2.d1"
ihes_cube_model/logs/solve_bucket_len23_31617_0_1.tsv	75	bucket_table	"puzzle_id	variant	known_length	found_length	delta	solution_path	known_path"	
ihes_cube_model/logs/solve_bucket_len23_31619_0_1.tsv	75	bucket_table	"puzzle_id	variant	known_length	found_length	delta	solution_path	known_path"	
ihes_cube_model/logs/solve_bucket_len23_31621_0_1.tsv	431	bucket_table	"puzzle_id	variant	known_length	found_length	delta	solution_path	known_path"	"27	original	23	23	0	r0.-f0.d0.-d2.r0.d1.r1.-f2.-r0.-f0.d2.f0.r2.-d1.-r0.d0.r0.d2.f1.f1.d1.r1.d2	-d0.-f1.r2.r2.d1.r0.-d1.-r2.-r2.r0.f1.r1.-d0.f0.-d0.f1.-r1.-f0.r2.-f0.-f0.d0.-r0"
ihes_cube_model/logs/solve_bucket_len23_31622_1_1.tsv	442	bucket_table	"puzzle_id	variant	known_length	found_length	delta	solution_path	known_path"	"31	original	23	23	0	-r0.-f0.-f0.-d0.-f1.-r1.-f0.-d0.d1.-f0.f2.d2.-r2.-r2.-r0.-f2.-r0.d0.-f2.-r0.-d0.f2.d1	-d0.-d2.-r1.-d2.r2.r1.-d0.-r1.f1.f2.d1.r0.-r1.d0.r2.-f0.r2.-f0.r0.-d0.-f1.r2.-f1"
ihes_cube_model/logs/solve_bucket_len23_31623_2_1.tsv	441	bucket_table	"puzzle_id	variant	known_length	found_length	delta	solution_path	known_path"	"33	original	23	23	0	-r1.-f1.-d1.-f0.d1.f2.-r2.-d0.-r2.d1.f0.f2.d2.r2.-d2.r2.r2.d2.-r2.d2.d1.-f2.r0	-d0.f2.-r0.-d2.-f0.-r2.-d0.-r2.-d1.-r0.-d0.-r1.-r0.d1.-r1.d2.f1.d1.f1.r0.-d1.r2.f2"
ihes_cube_model/logs/solve_bucket_len23_31624_3_1.tsv	424	bucket_table	"puzzle_id	variant	known_length	found_length	delta	solution_path	known_path"	"37	original	23	23	0	-f1.-f1.d2.-r2.f1.-f0.d0.r2.-d0.-f1.r0.f1.-f0.d0.f1.-r0.-f1.d1.-r2.d2.-r0.f0.r0	-f0.d2.-r0.d1.f2.r2.-f2.-r1.d0.d2.r1.d0.-r2.f0.d2.-r2.d0.r1.f0.r2.-f2.d0.f0"
ihes_cube_model/logs/solve_bucket_len23_31625_4_1.tsv	436	bucket_table	"puzzle_id	variant	known_length	found_length	delta	solution_path	known_path"	"41	original	23	23	0	f2.-r0.d2.f2.-f1.-r0.d0.-f0.r2.-f0.r0.r0.f1.r1.d2.f0.-r1.-r1.-f0.-d2.f2.-r2.d0	-d0.f2.d2.-f2.-d2.-f2.d1.d1.-r2.-r1.d2.-d0.-r0.-d0.f1.r2.-d1.-r0.-f0.r1.d0.f0.d1"
ihes_cube_model/logs/solve_bucket_len23_31626_5_1.tsv	435	bucket_table	"puzzle_id	variant	known_length	found_length	delta	solution_path	known_path"	"43	original	23	23	0	f0.-d2.-r1.d0.-r0.d0.-r0.f2.-d1.-f2.-r0.f1.r0.d0.r2.f0.-d1.-d2.r1.-f2.-r2.d2.r1	-d0.d1.r1.-d1.d2.-f2.d1.-f1.-r1.d0.-f0.f1.r0.f0.-r1.-f1.d2.f2.-d2.f2.-d2.d1.-f2"
ihes_cube_model/logs/solve_bucket_len23_31627_6_1.tsv	437	bucket_table	"puzzle_id	variant	known_length	found_length	delta	solution_path	known_path"	"45	original	23	23	0	f0.-d0.-f0.r0.d1.-r1.d1.f0.-r1.-f0.-d2.d0.f1.d2.-f1.d0.-r2.r1.-r2.f0.r0.-f0.-r2	-d0.d1.-d2.-f2.r0.d0.-r1.d2.-r0.-f0.-r0.-d0.f2.-f0.d2.r0.d1.-f2.d2.f0.-d0.f0.-f2"
ihes_cube_model/logs/solve_bucket_len23_31628_7_1.tsv	440	bucket_table	"puzzle_id	variant	known_length	found_length	delta	solution_path	known_path"	"47	original	23	23	0	-d1.-r2.-d0.r1.d2.-r2.-f1.-d2.d0.r0.-d0.r2.-f2.-f1.-d1.-d1.-r1.-d2.r0.f0.-r2.f2.-r1	-d0.r2.-f1.d0.f1.-r0.d1.d2.f0.-r2.-d2.d0.f0.-r1.d2.r1.-d0.-f1.-r2.f2.-f1.-d2.-r1"
ihes_cube_model/logs/solve_bucket_len23_31629_8_1.tsv	442	bucket_table	"puzzle_id	variant	known_length	found_length	delta	solution_path	known_path"	"49	original	23	21	-2	f0.-d1.-r0.-f1.-d0.r0.-d2.d0.-f0.r2.-r1.-f2.-d0.d1.-r0.r2.f2.-d1.r1.f0.-r1	-d0.-d1.r2.-d2.-r1.-d0.-f1.-f0.-r2.-f1.-d0.-f2.d1.f1.-r0.-r0.-d1.-f2.-d0.r0.f0.-d1.-f1"
ihes_cube_model/logs/solve_bucket_len23_31630_9_1.tsv	426	bucket_table	"puzzle_id	variant	known_length	found_length	delta	solution_path	known_path"	"51	original	23	23	0	-r1.f1.r0.f0.-r0.d1.d0.-f2.r0.d2.f2.r2.d1.-r2.-f1.f2.-r2.f1.d2.r2.d2.d2.r2	-f1.r2.-f1.d1.-f0.d0.f2.-d1.r0.d1.f1.-d0.d1.f1.-r0.d2.-f0.-d2.-f2.-d1.-f2.d1.d2"
ihes_cube_model/logs/solve_bucket_len23_31631_10_1.tsv	441	bucket_table	"puzzle_id	variant	known_length	found_length	delta	solution_path	known_path"	"53	original	23	23	0	-d0.-r2.-f1.-r1.-d1.-f1.d2.r0.r0.-d2.-r1.f2.d0.-r2.d0.-d2.-f1.d1.-r2.-f2.-f0.-r1.d1	-d0.f0.r1.-d1.-d2.-r2.d0.-r0.r2.d0.r0.-r1.d0.-f1.d0.-f0.r1.r1.-d0.-f1.r2.-d1.-r1"
ihes_cube_model/logs/solve_bucket_len23_31632_11_1.tsv	437	bucket_table	"puzzle_id	variant	known_length	found_length	delta	solution_path	known_path"	"57	original	23	23	0	r0.-d0.-f1.-r2.-f0.-r0.-f1.-d1.-r1.-f1.-r2.-f0.d2.d0.-f2.r0.-f0.f2.d1.r2.r1.-f2.f1	-d0.-f1.r1.d0.-f1.-r0.f1.r0.-f1.r0.d1.-f1.d2.f0.-d0.-r0.-f2.r0.-d2.d0.f1.-r0.-f2"
ihes_cube_model/logs/solve_bucket_len23_31633_12_1.tsv	442	bucket_table	"puzzle_id	variant	known_length	found_length	delta	solution_path	known_path"	"59	original	23	23	0	-f1.-d1.-r0.d0.f1.-d1.f0.-d0.-r0.f0.d2.-f2.-r1.d2.-f0.-d2.-r1.-r0.-f1.r2.f1.r0.f1	-f0.-f1.-r2.-d0.-r1.f2.d2.-f2.d2.r1.-d1.d2.f0.d0.f0.-r0.-r0.f2.-r2.d0.f0.-r1.r2"
