puzzle_id	variant	source_index	known_length	found_length	delta	run_puzzle_id	depth_index	found_depth	owner_rank	solution_path	source_solution	source_file
219	original	0	75	74	-1	219	68	69	1	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.DR.DR.L.DR.U.BL.-B.-DR.BR.-U.FL.FL.D.FR.-D.-B.-BL.-BR.BL.BR.BL.L.FL.B.D.D.-DR.-D.-BL.-FR.-FL.-B.-D.FR.DR.D.-FR.B		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	74	-1	219	69	70	7	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.DR.DR.L.DR.U.BL.-B.-DR.BR.-U.FL.FL.D.FR.-D.-B.-BL.-BR.BL.BR.BL.L.FL.B.D.D.-DR.-D.-FR.-BL.-FL.-B.-D.FR.DR.D.-FR.B		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	74	-1	219	69	70	1	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.FL.-B.-BR.U.BL.U.-BR.-R.-DR.-L.-U.L.U.BL.FL.D.-DR.-B.BR.-U.-BL.-BR.FR.-BL.-BL.-BL.L.-BL.B.-D.FL.D.DR.-FR.-D.DR.D.-FR.-FL.-D.FL.FR.-DR.-FR.-FL.FR.-DR.-B.BR.-DR.D		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	reflected	1	75	75	0	9719001	71	72	0	-BL.-B.BR.-R.DR.R.DR.-FR.D.FR.-D.DR.B.DR.BR.-BL.-BR.U.DR.DR.BR.-BL.-L.R.BR.-R.FR.-BR.-BR.U.-BL.-BL.-B.-U.-BL.L.-BL.-BL.-U.-R.-R.BR.-FR.DR.R.-D.-FL.-U.BL.-U.L.F.U.-L.F.-FL.-F.D.-BR.DR.D.-F.FR.B.BR.L.BL.-FL.DL.-FR.F.-BL.-U.-R.-FL	-BR.BL.DL.L.-DL.BL.R.-B.-BR.BL.-F.-L.R.DR.DR.-FL.FR.-R.DR.-BR.-B.-BL.-BR.B.-D.-DR.-B.DR.R.D.-BR.R.DL.U.-R.-BR.-R.-U.FL.FL.L.D.DL.-BL.-BL.FR.-DL.DR.-D.FL.D.-FR.-BL.-FL.-BL.B.FR.D.-DR.-FR.-D.-BR.B.BL.D.DL.D.-B.-D.-DL.-FL.-D.FL.-B.-BL.-BL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	2	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.DL.DL.D.-DR.FR.-D.-DL.-DL.L.FL.D.-FR.-BL.-DR.-FR.-FL.-D.FR.DR.D.DR		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	2	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.DL.DL.D.-DR.FR.-D.-DL.-DL.L.FL.D.-FR.-DR.-FR.-BL.-FL.-D.FR.DR.D.DR		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	5	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.DL.DL.D.-DR.FR.-D.-DL.-DL.L.FL.D.-FR.-DR.-FR.-FL.-BL.-D.FR.DR.D.DR		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	5	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.DL.DL.D.-DR.FR.-D.-DL.-DL.L.FL.D.-FR.-DR.-FR.-FL.-D.FR.-BL.DR.D.DR		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	1	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.DL.DL.D.FR.-DR.-D.-DL.-DL.-B.L.FL.D.-FR.-FL.-D.FR.DR.B.D.-FR.-BL		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	0	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.DL.DL.D.FR.-DR.-D.-DL.-DL.L.-BL.-B.FL.D.-FR.-FL.-D.FR.DR.B.D.-FR		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	1	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.DL.DL.D.FR.-DR.-D.-DL.-DL.L.FL.-B.D.-FR.-FL.-D.FR.DR.B.D.-FR.-BL		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	1	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.DL.DL.D.FR.-DR.-D.-DL.-DL.L.FL.D.-DR.-FR.-BL.-FL.-D.FR.DR.D.DR.-FR		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	1	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.DL.DL.D.FR.-DR.-D.-DL.-DL.L.FL.D.-DR.-FR.-FL.-BL.-D.FR.DR.D.DR.-FR		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	0	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.DL.DL.D.FR.-DR.-D.-DL.-DL.L.FL.D.-DR.-FR.-FL.-D.-BL.FR.DR.D.DR.-FR		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	0	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.DL.DL.D.FR.-DR.-D.-DL.-DL.L.FL.D.-DR.-FR.-FL.-D.FR.DR.D.DR.-FR.-BL		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	5	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.L.-BL.F.FL.D.-FR.D.DR.-FR.R.FR.DR.FR.-R.-FR.-DR.-DR.-D.FR.-FL.-F		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	6	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.L.-BL.F.FL.D.-FR.D.DR.R.DR.FR.-R.-F.-FR.-DR.-DR.F.-D.FR.-FL.-F		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	6	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.L.-BL.F.FL.D.-FR.D.DR.R.DR.FR.-R.-F.-FR.-DR.F.-DR.-D.FR.-FL.-F		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	5	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.L.-BL.F.FL.D.-FR.D.DR.R.DR.FR.-R.-F.-FR.F.-DR.-DR.-D.FR.-FL.-F		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	5	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.L.-DL.D.DL.-BL.D.FL.FL.-F.FL.F.-FL.-FL.D.-DR.-D.-B.DR.B.-D.-FL		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	4	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.L.-DL.D.DL.-BL.D.FL.FL.-F.FL.F.-FL.D.-DR.-D.-B.-FL.DR.B.-D.-FL		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	4	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.L.-DL.D.DL.-BL.D.FL.FL.-F.FL.F.-FL.D.-DR.-D.-FL.-B.DR.B.-D.-FL		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	3	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.L.-DL.D.DL.D.D.-DR.-BL.-D.-B.DR.B.FL.FL.-F.FL.F.-FL.-FL.-D.-FL		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	3	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.L.-DL.D.DL.D.D.-DR.-BL.-D.-B.DR.FL.FL.-F.FL.B.F.-FL.-FL.-D.-FL		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	3	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.L.-DL.D.DL.D.D.-DR.-BL.-D.-B.DR.FL.FL.-F.FL.F.-FL.-FL.B.-D.-FL		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	3	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.L.-DL.D.DL.D.D.-DR.-BL.-D.-B.FL.FL.-F.FL.DR.B.F.-FL.-FL.-D.-FL		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	3	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.L.-DL.D.DL.D.D.-DR.-BL.-D.-B.FL.FL.-F.FL.DR.F.-FL.-FL.B.-D.-FL		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	3	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.L.-DL.D.DL.D.D.-DR.-BL.-D.-B.FL.FL.-F.FL.F.-FL.-FL.DR.B.-D.-FL		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	3	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.L.-DL.D.DL.D.D.-DR.-BL.-D.-B.FL.FL.-F.FL.F.DR.-FL.-FL.B.-D.-FL		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	3	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.L.-DL.D.DL.D.D.-DR.-D.-B.DR.B.FL.-BL.FL.-F.FL.F.-FL.-FL.-D.-FL		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	3	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.L.-DL.D.DL.D.D.-DR.-D.FL.-B.DR.FL.B.-F.FL.-BL.F.-FL.-FL.-D.-FL		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	3	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.L.-DL.D.DL.D.D.-DR.-D.FL.-B.DR.FL.B.-F.FL.F.-FL.-FL.-D.-FL.-BL		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	0	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.L.-DL.D.DL.D.D.-DR.-D.FL.FL.-F.FL.-B.DR.F.-FL.-FL.B.-D.-FL.-BL		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	0	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.L.-DL.D.DL.D.D.-DR.-D.FL.FL.-F.FL.-B.DR.F.B.-FL.-FL.-D.-FL.-BL		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
219	original	0	75	75	0	219	69	70	1	BL.DL.L.-B.-BR.R.-F.R.DR.DR.B.BL.-DL.-L.-FL.-BR.B.U.B.BL.FR.-B.DL.-B.-BR.U.BL.U.-BR.B.-D.-B.D.-R.-L.-U.L.-DR.-DR.U.BL.-B.-DR.BR.-U.-B.-BL.-BR.BL.BR.BL.FL.B.FL.L.-DL.D.DL.D.D.-DR.-D.FL.FL.-F.FL.-B.F.-FL.-FL.DR.B.-D.-FL.-BL		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
